NAMA DEBITUR,EVENT TIME,STATUS UPSELLING,JENIS KELAMIN,USIA,STATUS PERNIKAHAN,JUMLAH TANGGUNGAN,STATUS TEMPAT TINGGAL,PENDIDIKAN,WILAYAH,JENIS PEKERJAAN,LAMA BEKERJA, PENGHASILAN ,DBR,JK WAKTU KREDIT/ BLN,LIMIT KREDIT,KUALITAS KREDIT
A186220,36,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,S1,Bandung,Pegawai swasta,15,12919068,28%,36,100000000,LANCAR
A240052,96,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Sendiri,SMA,Denpasar,Pegawai BUMN,2,2295133,53%,96,30000000,LANCAR
A317660,19,TOP,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,11,3363397,60%,96,96000000,LANCAR
A247528,24,NEW,LAKI LAKI,44,MENIKAH,3,Rumah Dinas,S1,Jayapura,Pegawai swasta,8,21137052,25%,24,110000000,LANCAR
A146301,24,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai BUMN,11,30000000,17%,24,105000000,LANCAR
A328289,10,TOP,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,13,3176403,29%,60,31000000,LANCAR
A232502,36,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,SMA,Makassar,Pegawai BUMN,10,8631960,42%,36,100000000,LANCAR
A329265,14,TOP,LAKI LAKI,26,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,6,4822124,42%,120,166100000,LANCAR
A79010,36,NEW,PEREMPUAN,40,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,9,12466600,34%,36,62000000,LANCAR
A320650,12,TOP,LAKI LAKI,27,MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,2,3140277,60%,60,58200000,LANCAR
A64351,60,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,1,5614367,56%,60,60000000,LANCAR
A169630,36,NEW,LAKI LAKI,30,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,4,4856629,38%,36,50000000,LANCAR
A128078,24,NEW,LAKI LAKI,56,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,12,7808333,16%,24,25000000,LANCAR
A257796,96,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,14,5827147,50%,96,150000000,MACET
A234079,60,NEW,PEREMPUAN,37,MENIKAH,2,Milik Sendiri,S1,Makassar,Pegawai BUMN,11,8072854,18%,60,55000000,LANCAR
A242873,60,NEW,LAKI LAKI,40,MENIKAH,2,Rumah Dinas,SMA,Jayapura,Pegawai swasta,2,4053010,60%,60,55000000,LANCAR
A288840,8,TOP,LAKI LAKI,43,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,9,2780911,46%,60,42000000,LANCAR
A223535,60,NEW,PEREMPUAN,45,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,17,2993700,52%,60,34000000,LANCAR
A224080,96,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,4,4288000,47%,96,100000000,LANCAR
A70785,96,NEW,LAKI LAKI,34,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai BUMN,14,5031528,38%,96,110000000,LANCAR
A234985,72,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Makassar,Pegawai swasta,2,3135300,28%,72,70000000,LANCAR
A150984,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,2,2663733,45%,60,23000000,LANCAR
A308146,19,TOP,LAKI LAKI,32,MENIKAH,0,Sewa,DIPLOMA,Bandung,Pegawai swasta,3,5060742,40%,96,111000000,LANCAR
A110470,36,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,5,3303299,34%,36,25000000,LANCAR
A136673,36,NEW,LAKI LAKI,39,MENIKAH,1,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,6,2629404,29%,36,20000000,LANCAR
A170885,60,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,14,4563490,36%,60,41000000,LANCAR
A330052,29,TOP,PEREMPUAN,31,MENIKAH,1,Milik Sendiri,S1,Denpasar,Pegawai swasta,5,5205662,31%,60,61000000,LANCAR
A41159,96,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Palembang,Pegawai BUMN,3,4143738,44%,96,100000000,LANCAR
A111711,48,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,13,5477041,41%,48,55000000,LANCAR
A46355,36,NEW,LAKI LAKI,43,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,7,3202560,34%,36,26000000,LANCAR
A109026,24,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,10,4923711,37%,24,28500000,LANCAR
A186133,48,NEW,LAKI LAKI,26,MENIKAH,1,Milik Orang Tua,SMA,Bandung,Pegawai swasta,2,3000000,23%,48,24000000,LANCAR
A110813,36,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,3,4695164,29%,36,35000000,LANCAR
A124263,36,NEW,PEREMPUAN,39,MENIKAH,0,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,14,4039340,29%,36,28000000,LANCAR
A64822,36,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai swasta,2,5144133,36%,36,50000000,LANCAR
A12802,120,NEW,LAKI LAKI,46,MENIKAH,3,Rumah Dinas,SMA,Medan,PNS,8,6000000,59%,120,200000000,LANCAR
A314164,7,TOP,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,SMA,Surabaya,Pegawai swasta,15,3631157,56%,96,79000000,LANCAR
A137407,36,NEW,LAKI LAKI,39,MENIKAH,6,Rumah Dinas,SMA,Jakarta 5,Pegawai swasta,17,5046102,12%,36,15000000,LANCAR
A73860,60,NEW,LAKI LAKI,52,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,25,12111300,32%,60,160000000,LANCAR
A161509,36,NEW,PEREMPUAN,39,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,2,6500000,10%,36,19000000,LANCAR
A5251,60,NEW,PEREMPUAN,32,MENIKAH,0,Milik Sendiri,DIPLOMA,Medan,Pegawai swasta,2,11068724,21%,60,73500000,LANCAR
A54167,12,NEW,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,8,3129000,29%,12,10000000,LANCAR
A130696,24,NEW,PEREMPUAN,44,CERAI,1,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,10,4209125,15%,24,12000000,LANCAR
A269449,60,NEW,LAKI LAKI,38,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,7,4400000,23%,60,35200000,LANCAR
A5879,60,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,DIPLOMA,Medan,PNS,9,6280553,60%,60,100000000,LANCAR
A21035,72,NEW,LAKI LAKI,40,MENIKAH,4,Rumah Dinas,SMA,Medan,Pegawai swasta,5,3510636,40%,72,60000000,LANCAR
A231781,36,NEW,PEREMPUAN,31,MENIKAH,1,Milik Orang Tua,S1,Makassar,Pegawai BUMN,5,4207605,13%,36,12000000,LANCAR
A40179,36,NEW,LAKI LAKI,31,CERAI,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,3,3550197,27%,36,25000000,LANCAR
A135774,48,NEW,LAKI LAKI,37,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,1,2708300,38%,48,35000000,LANCAR
A53709,24,NEW,PEREMPUAN,47,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,25,58333332,17%,24,200000000,LANCAR
A266549,24,NEW,PEREMPUAN,23,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,2,3020095,34%,24,17500000,LANCAR
A23222,30,NEW,LAKI LAKI,34,MENIKAH,0,Milik Sendiri,S1,Medan,Pegawai swasta,2,7653899,28%,30,50000000,LANCAR
A195098,36,NEW,LAKI LAKI,47,MENIKAH,1,Milik Sendiri,S2/S3,Semarang,PNS,25,15727384,56%,36,250000000,LANCAR
A133547,96,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,5,8000000,39%,96,198000000,LANCAR
A45474,60,NEW,LAKI LAKI,27,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,3,3900000,33%,60,39000000,LANCAR
A326230,9,TOP,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,SD,Balikpapan,Pegawai swasta,2,3750957,50%,24,34000000,LANCAR
A41204,120,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Palembang,Pegawai BUMN,3,8220484,10%,120,50000000,LANCAR
A163838,60,NEW,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,S2/S3,Bandung,Pegawai BUMN,25,8762618,33%,60,116000000,LANCAR
A70404,18,NEW,PEREMPUAN,36,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,13,5815305,33%,18,30000000,LANCAR
A305772,12,TOP,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,DIPLOMA,Bandung,Pegawai BUMN,1,5496250,36%,60,118500000,LANCAR
A46884,60,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,23,8383305,35%,60,130000000,LANCAR
A36486,36,NEW,LAKI LAKI,32,MENIKAH,2,Milik Orang Tua,S1,Palembang,Pegawai swasta,5,2626529,29%,36,20000000,LANCAR
A322137,33,TOP,LAKI LAKI,52,MENIKAH,3,Milik Sendiri,SMA,Makassar,Pegawai swasta,30,8591011,15%,36,60000000,LANCAR
A200915,48,NEW,PEREMPUAN,29,MENIKAH,0,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,3,2815374,32%,48,30000000,LANCAR
A3600,72,NEW,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,DIPLOMA,Medan,Pegawai BUMN,3,5506285,41%,72,100000000,LANCAR
A288055,9,TOP,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,3,5033830,32%,108,107000000,LANCAR
A69044,12,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai BUMN,18,11000000,17%,12,20000000,LANCAR
A124268,12,NEW,LAKI LAKI,37,MENIKAH,3,Milik Sendiri,S1,Balikpapan,Pegawai swasta,2,17260576,21%,12,40000000,LANCAR
A176630,48,NEW,LAKI LAKI,38,MENIKAH,2,Milik Orang Tua,S1,Bandung,Pegawai swasta,6,2613333,47%,48,23000000,LANCAR
A132176,24,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,12,4301781,18%,24,15000000,LANCAR
A305554,15,TOP,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,S2/S3,Jakarta 5,Pegawai swasta,20,32236828,54%,60,807500000,LANCAR
A192786,96,NEW,LAKI LAKI,38,MENIKAH,0,Milik Sendiri,DIPLOMA,Semarang,Pegawai swasta,10,4300000,33%,96,51000000,LANCAR
A59820,48,NEW,PEREMPUAN,54,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai BUMN,10,4852395,60%,48,90000000,LANCAR
A35508,84,NEW,LAKI LAKI,32,MENIKAH,1,Sewa,S1,Palembang,Pegawai BUMN,2,7246679,57%,84,200000000,LANCAR
A101294,60,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,3,6692139,38%,60,93000000,LANCAR
A54546,96,NEW,LAKI LAKI,36,MENIKAH,4,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,9,4424468,60%,96,83000000,LANCAR
A274101,7,TOP,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,PNS,2,3112466,48%,60,74000000,LANCAR
A56612,12,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,1,2528325,53%,12,8000000,LANCAR
A252520,36,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,1,7202500,50%,36,58000000,MACET
A253373,60,NEW,LAKI LAKI,38,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,2,4223403,48%,60,38000000,MACET
A111181,36,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,8,4428867,43%,36,35000000,LANCAR
A326625,12,TOP,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,2,3910826,48%,30,35000000,LANCAR
A15625,48,NEW,PEREMPUAN,30,MENIKAH,1,Sewa,SMA,Medan,Pegawai swasta,6,3580705,30%,48,32000000,LANCAR
A67013,36,NEW,PEREMPUAN,35,CERAI,3,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,2,3203980,29%,36,25000000,LANCAR
A111445,36,NEW,LAKI LAKI,55,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,17881132,21%,36,120000000,LANCAR
A261552,60,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,3,3812134,49%,60,75000000,LANCAR
A185547,60,NEW,LAKI LAKI,27,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,3,5581314,34%,60,50000000,LANCAR
A68453,60,NEW,PEREMPUAN,49,MENIKAH,1,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,10,3984530,44%,60,70000000,LANCAR
A46264,36,NEW,LAKI LAKI,56,MENIKAH,3,Milik Sendiri,S2/S3,Jakarta 3,Pegawai BUMN,21,20000000,23%,36,130000000,LANCAR
A279813,18,TOP,LAKI LAKI,41,MENIKAH,1,Rumah Dinas,SMA,Palembang,Pegawai BUMN,5,12742638,49%,60,295000000,LANCAR
A139082,24,NEW,LAKI LAKI,50,MENIKAH,4,Milik Sendiri,S2/S3,Jakarta 5,PNS,19,14745400,7%,24,20000000,LANCAR
A260979,120,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Rumah Dinas,S1,Medan,Pegawai BUMN,3,5591040,52%,120,324900000,LANCAR
A40834,120,NEW,LAKI LAKI,33,MENIKAH,1,Rumah Dinas,S1,Palembang,Pegawai swasta,4,5899292,60%,120,198000000,LANCAR
A44547,48,NEW,LAKI LAKI,56,MENIKAH,2,Milik Sendiri,S1,Jakarta 3,Pegawai BUMN,25,6079458,39%,48,80000000,LANCAR
A198797,36,NEW,PEREMPUAN,25,MENIKAH,0,Milik Orang Tua,DIPLOMA,Semarang,Pegawai swasta,3,3211455,29%,36,25000000,LANCAR
A56108,84,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,19,3969115,60%,84,142000000,LANCAR
A132042,96,NEW,LAKI LAKI,47,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai BUMN,18,6094620,41%,96,130000000,LANCAR
A251641,60,NEW,LAKI LAKI,40,MENIKAH,3,Rumah Dinas,S1,Palembang,Pegawai swasta,10,4770413,27%,60,40000000,MACET
A145778,24,NEW,LAKI LAKI,37,MENIKAH,3,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,11,3447100,14%,24,10000000,LANCAR
A91187,96,NEW,LAKI LAKI,38,MENIKAH,0,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,14,4892087,40%,96,14000000,LANCAR
A309143,7,TOP,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,S1,Bandung,Pegawai BUMN,19,23766014,19%,120,253000000,LANCAR
A160774,18,NEW,PEREMPUAN,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,3808656,24%,18,15000000,LANCAR
A327185,22,TOP,LAKI LAKI,44,MENIKAH,4,Milik Sendiri,SMA,Surabaya,Pegawai swasta,21,2867415,47%,60,30000000,LANCAR
A69315,120,NEW,PEREMPUAN,32,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,1,27725000,10%,120,175000000,LANCAR
A280691,21,TOP,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,S1,Palembang,Pegawai swasta,15,10254697,47%,24,152600000,LANCAR
A138245,66,NEW,LAKI LAKI,35,MENIKAH,3,Sewa,S1,Jakarta 5,Pegawai BUMN,7,12856849,32%,66,183000000,LANCAR
A285904,6,TOP,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,8,6991157,34%,84,112500000,LANCAR
A58247,36,NEW,LAKI LAKI,52,MENIKAH,3,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,18,10000000,11%,36,30000000,LANCAR
A236536,36,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,SMA,Makassar,Pegawai BUMN,1,5923842,60%,36,93000000,LANCAR
A55416,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,3,2509290,51%,60,35000000,LANCAR
A10919,48,NEW,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,5,3721130,21%,48,25000000,LANCAR
A257219,24,NEW,LAKI LAKI,32,CERAI,3,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,10,3036192,31%,24,20000000,MACET
A156162,60,NEW,LAKI LAKI,26,MENIKAH,2,Sewa,SMA,Jakarta 5,Pegawai swasta,6,7800000,24%,60,70000000,LANCAR
A298854,11,TOP,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,18,7135217,32%,48,78600000,LANCAR
A158752,120,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,5,8970506,39%,120,200000000,LANCAR
A130540,60,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai BUMN,2,17000000,36%,60,250000000,LANCAR
A210957,96,NEW,LAKI LAKI,46,MENIKAH,0,Milik Sendiri,S1,Surabaya,Pegawai BUMN,21,3797786,51%,96,100000000,LANCAR
A247401,48,NEW,LAKI LAKI,40,MENIKAH,2,Rumah Dinas,S1,Jayapura,Pegawai swasta,7,14652090,26%,48,130000000,LANCAR
A112119,18,NEW,LAKI LAKI,37,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,9,5536073,29%,18,25000000,LANCAR
A50799,36,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,6,2639750,29%,36,20000000,LANCAR
A36247,60,NEW,LAKI LAKI,51,MENIKAH,4,Milik Sendiri,SMA,Palembang,Pegawai BUMN,25,10079848,22%,60,90000000,LANCAR
A26946,24,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Rumah Dinas,DIPLOMA,Medan,Pegawai swasta,3,5756851,26%,24,30000000,LANCAR
A41317,36,NEW,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,SMA,Palembang,Pegawai swasta,6,1795103,60%,36,30000000,LANCAR
A275168,10,TOP,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,4094628,42%,48,41000000,LANCAR
A7985,48,NEW,PEREMPUAN,31,MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,5,3082929,40%,48,27000000,LANCAR
A319865,14,TOP,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,3,4902858,51%,60,119000000,LANCAR
A109160,18,NEW,LAKI LAKI,57,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,2,5420285,38%,18,20000000,LANCAR
A271399,36,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,1,11951640,30%,36,95000000,LANCAR
A143941,48,NEW,LAKI LAKI,40,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,5,3875000,15%,48,20000000,LANCAR
A41320,60,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Rumah Dinas,S1,Palembang,Pegawai BUMN,2,8267915,22%,60,75000000,LANCAR
A122249,24,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,4,2712881,40%,24,16000000,LANCAR
A245011,96,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,DIPLOMA,Jayapura,Pegawai swasta,6,8166506,48%,96,200000000,LANCAR
A134107,60,NEW,LAKI LAKI,45,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,22,11595866,43%,60,200000000,LANCAR
A179127,36,NEW,LAKI LAKI,34,MENIKAH,1,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,3,3749905,34%,36,35000000,LANCAR
A191884,36,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Semarang,PNS,2,5983678,60%,36,80000000,LANCAR
A161206,30,NEW,LAKI LAKI,40,MENIKAH,4,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,17,7403020,27%,30,50000000,LANCAR
A24597,60,NEW,LAKI LAKI,46,MENIKAH,2,Rumah Dinas,SMA,Medan,Pegawai swasta,25,12404814,29%,60,150000000,LANCAR
A219342,60,NEW,PEREMPUAN,42,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,18,2899467,60%,60,25000000,LANCAR
A216748,36,NEW,LAKI LAKI,40,MENIKAH,1,Milik Sendiri,S1,Surabaya,PNS,15,18386892,14%,36,70000000,LANCAR
A80706,48,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 4,PNS,3,9847433,30%,48,100000000,LANCAR
A120079,24,NEW,LAKI LAKI,28,MENIKAH,1,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,6,6325110,42%,24,35000000,LANCAR
A13851,36,NEW,LAKI LAKI,40,MENIKAH,2,Rumah Dinas,S1,Medan,Pegawai BUMN,5,10186418,11%,36,30000000,LANCAR
A74499,60,NEW,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,17,5226920,39%,60,80000000,LANCAR
A283416,10,TOP,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,2,4504532,41%,78,78900000,LANCAR
A320541,7,TOP,LAKI LAKI,33,MENIKAH,2,Milik Orang Tua,S1,Surabaya,Pegawai swasta,6,5751080,8%,72,22500000,LANCAR
A250142,36,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,3,3685207,41%,36,29000000,MACET
A237663,60,NEW,PEREMPUAN,42,MENIKAH,2,Sewa,SMA,Denpasar,Pegawai swasta,15,5030833,32%,60,25000000,LANCAR
A157246,24,NEW,PEREMPUAN,55,MENIKAH,0,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai BUMN,10,11809078,37%,24,90000000,LANCAR
A238615,24,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Denpasar,Pegawai swasta,3,2513611,41%,24,14500000,LANCAR
A287032,12,TOP,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,3,6763926,38%,96,146500000,LANCAR
A328368,11,TOP,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,14,7471345,36%,120,153500000,LANCAR
A168786,60,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Sewa,S1,Bandung,Pegawai swasta,7,4424373,43%,60,65000000,LANCAR
A43203,120,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Palembang,PNS,3,13221048,35%,120,300000000,LANCAR
A44617,96,NEW,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,4,5249823,60%,96,167000000,LANCAR
A306053,6,TOP,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,16,4077227,40%,90,63000000,LANCAR
A77475,60,NEW,LAKI LAKI,40,MENIKAH,3,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,10,2870554,54%,60,33000000,LANCAR
A70514,36,NEW,LAKI LAKI,22,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai BUMN,1,4980000,34%,36,50000000,LANCAR
A312566,12,TOP,PEREMPUAN,33,MENIKAH,1,Milik Sendiri,SMA,Semarang,Pegawai swasta,9,2741867,38%,48,38000000,LANCAR
A234430,120,NEW,LAKI LAKI,45,MENIKAH,1,Milik Sendiri,S1,Makassar,Pegawai swasta,11,6979713,60%,120,240000000,LANCAR
A197438,120,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,S1,Semarang,Pegawai BUMN,9,7027229,23%,120,100000000,LANCAR
A162950,120,NEW,LAKI LAKI,26,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,5,5175548,60%,120,121000000,LANCAR
A5087,48,NEW,LAKI LAKI,37,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,2,2827318,38%,48,25000000,LANCAR
A103763,18,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,5351215,24%,18,20000000,LANCAR
A26659,48,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,S1,Medan,Pegawai swasta,6,2218117,53%,48,30000000,LANCAR
A60269,24,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,3,5300000,27%,24,30000000,LANCAR
A211425,36,NEW,PEREMPUAN,57,MENIKAH,1,Milik Sendiri,S1,Surabaya,PNS,10,7906497,36%,36,80000000,LANCAR
A196744,60,NEW,PEREMPUAN,41,MENIKAH,1,Milik Sendiri,S1,Semarang,PNS,10,9200000,31%,60,115000000,LANCAR
A236235,36,NEW,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,S1,Makassar,Pegawai swasta,3,3686887,24%,36,25000000,LANCAR
A127536,36,NEW,LAKI LAKI,35,MENIKAH,2,Sewa,SMA,Jakarta 5,Pegawai swasta,7,4000000,24%,36,30000000,LANCAR
A74675,60,NEW,LAKI LAKI,45,MENIKAH,4,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,22,8849833,29%,60,88000000,LANCAR
A268661,36,NEW,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,13,2618000,41%,36,20000000,LANCAR
